,Car_Model,Configuration,Type,Discounted_Price,Location
155,2013 Hyundai i10,"46,280 KM
2ND OWNER
PETROL
KA-02",ERA 1.1Manual,"₹2,99,000
₹3,11,000","Hosur Road, Singasandra, Bengaluru"
156,2010 Maruti A Star,"57,664 KM
1ST OWNER
PETROL
KA-02",LXIManual,"₹2,09,000
₹2,23,000","Bellahalli, Bengaluru"
157,2018 Hyundai Grand i10,"46,219 KM
1ST OWNER
PETROL
KA-03",MAGNA 1.2 KAPPA VTVTManual,"₹5,36,000
₹5,64,000","Hosur Road, Singasandra, Bengaluru"
158,2017 Hyundai Elite i20,"56,672 KM
3RD OWNER
PETROL
KA-03",SPORTZ 1.2Manual,"₹5,96,000
₹6,62,000","Bellahalli, Bengaluru"
159,2012 Hyundai i10,"73,583 KM
2ND OWNER
PETROL
KA-51",SPORTZ 1.2Manual,"₹3,08,750
₹3,22,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
160,2021 Maruti IGNIS,"31,530 KM
1ST OWNER
PETROL
KA-63",ALPHA 1.2 K12Manual,"₹6,61,000
₹7,15,000","Bellahalli, Bengaluru"
161,2018 Maruti Celerio,"19,557 KM
2ND OWNER
PETROL
KA-03",VXI AMTAutomatic,"₹5,00,000
₹5,25,000","Hosur Road, Singasandra, Bengaluru"
162,2020 Hyundai GRAND I10 NIOS,"29,618 KM
1ST OWNER
PETROL
KA-05",MAGNA 1.2 KAPPA VTVTManual,"₹6,05,000
₹6,45,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
163,2018 Hyundai Grand i10,"7,773 KM
1ST OWNER
PETROL
KA-51",ASTA 1.2 KAPPA VTVTManual,"₹6,25,000
₹6,78,000","GT World Mall, Bengaluru"
164,2017 Maruti Swift,"48,201 KM
1ST OWNER
PETROL
KA-03",VXI OManual,"₹5,87,000
₹6,16,000","Horamavu Agara Road, Bengaluru"
165,2020 Hyundai NEW I20,"34,579 KM
1ST OWNER
DIESEL
KA-02",ASTA (O) 1.5 CRDI MTManual,"₹10,17,000
₹11,74,000","Bellahalli, Bengaluru"
166,2016 Maruti Baleno,"75,140 KM
1ST OWNER
PETROL
KA-03",DELTA PETROL 1.2Manual,"₹6,10,000
₹6,40,000","Bellahalli, Bengaluru"
167,2013 Honda Brio,"64,742 KM
2ND OWNER
PETROL
KA-03",S MTManual,"₹3,18,000
₹3,66,000","Bellahalli, Bengaluru"
168,2016 Honda Jazz,"85,860 KM
3RD OWNER
PETROL
KA-25",1.2L I-VTEC VManual,"₹4,88,000
₹5,83,000","Bellahalli, Bengaluru"
169,2016 Hyundai Grand i10,"63,284 KM
1ST OWNER
PETROL
KA-01",SPORTZ 1.2 KAPPA VTVTManual,"₹4,37,000
₹5,11,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
170,2022 Maruti Celerio,"46,679 KM
1ST OWNER
PETROL
KA-02",VXIManual,"₹5,70,000
₹6,11,000","GT World Mall, Bengaluru"
171,2013 Maruti Wagon R 1.0,"45,198 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹3,44,000
₹3,96,000","Bellahalli, Bengaluru"
172,2020 Renault Kwid,"43,285 KM
3RD OWNER
PETROL
KA-16",CLIMBER 1.0 (O)Manual,"₹4,40,000
₹5,15,000","Horamavu Agara Road, Bengaluru"
173,2011 Maruti Ritz,"84,623 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹3,11,500
₹3,43,000","Hosur Road, Singasandra, Bengaluru"
174,2011 Hyundai i10,"79,363 KM
2ND OWNER
PETROL
KA-05",SPORTZ 1.2 ATAutomatic,"₹3,13,000
₹3,25,000","Hosur Road, Singasandra, Bengaluru"
175,2014 Hyundai Grand i10,"68,810 KM
2ND OWNER
PETROL
KA-02",MAGNA 1.2 KAPPA VTVTManual,"₹3,92,000
₹4,14,000","Bellahalli, Bengaluru"
176,2020 Renault Kwid,"42,061 KM
2ND OWNER
PETROL
KA-19",RXT 1.0 AMT (O)Automatic,"₹4,75,000
₹5,31,000","GT World Mall, Bengaluru"
177,2018 Renault Kwid,"74,022 KM
2ND OWNER
PETROL
KA-53",RXT 1.0 EASY-R ATAutomatic,"₹3,77,000
₹4,38,000","GT World Mall, Bengaluru"
178,2012 Maruti Swift,"55,529 KM
1ST OWNER
PETROL
KA-09",VXIManual,"₹4,78,000
₹5,15,000","Bellahalli, Bengaluru"
179,2016 Hyundai Grand i10,"41,682 KM
1ST OWNER
PETROL
KA-01",ASTA AT 1.2 KAPPA VTVTAutomatic,"₹5,25,000
₹5,81,000","Bellahalli, Bengaluru"
180,2016 Maruti Swift,"63,411 KM
1ST OWNER
PETROL
KA-41",VXIManual,"₹5,84,000
₹6,30,000","Bellahalli, Bengaluru"
181,2018 Maruti Swift,"36,789 KM
1ST OWNER
PETROL
KA-51",VXIManual,"₹6,50,000
₹6,88,000","Bellahalli, Bengaluru"
182,2015 Maruti Wagon R 1.0,"81,207 KM
3RD OWNER
PETROL
KA-41",VXIManual,"₹3,45,000
₹3,79,000","Bellahalli, Bengaluru"
183,2016 Maruti Baleno,"83,075 KM
2ND OWNER
PETROL
KA-06",DELTA CVT PETROL 1.2Automatic,"₹5,74,000
₹6,06,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
184,2018 Maruti Swift,"70,690 KM
1ST OWNER
DIESEL
KA-09",ZDI AMTAutomatic,"₹6,95,000
₹7,75,000","Bellahalli, Bengaluru"
185,2017 Maruti Baleno,"38,218 KM
2ND OWNER
PETROL
KA-35",DELTA CVT PETROL 1.2Automatic,"₹6,00,000
₹7,22,000","Bellahalli, Bengaluru"
186,2016 Honda Jazz,"47,077 KM
1ST OWNER
PETROL
KA-51",1.2L I-VTEC VManual,"₹5,46,700
₹6,35,000","Bellahalli, Bengaluru"
187,2021 Hyundai NEW I20,"77,648 KM
1ST OWNER
DIESEL
KA-06",SPORTZ 1.5 MTManual,"₹8,38,000
₹9,21,000","Bellahalli, Bengaluru"
188,2016 Hyundai Grand i10,"88,200 KM
2ND OWNER
PETROL
KA-03",SPORTZ 1.2 KAPPA VTVTManual,"₹4,11,000
₹4,60,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
189,2017 Maruti Swift,"40,811 KM
2ND OWNER
PETROL
KA-03",ZXIManual,"₹5,92,000
₹6,76,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
190,2012 Renault Pulse,"96,796 KM
1ST OWNER
DIESEL
KA-05",RXL DIESELManual,"₹3,08,000
₹3,26,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
191,2011 Hyundai i10,"89,678 KM
1ST OWNER
PETROL
KA-55",SPORTZ 1.2Manual,"₹2,87,000
₹2,98,000","Hosur Road, Singasandra, Bengaluru"
192,2016 Hyundai Elite i20,"17,000 KM
1ST OWNER
PETROL
KA-53",ASTA 1.2 (O)Manual,"₹7,38,000
₹7,82,000",Sonnappanahalli
193,2011 Hyundai i10,"41,802 KM
1ST OWNER
PETROL
KA-53",SPORTZ 1.2Manual,"₹3,27,000
₹3,55,000","Bellahalli, Bengaluru"
194,2020 Hyundai GRAND I10 NIOS,"28,593 KM
1ST OWNER
PETROL
KA-19",SPORTZ 1.2 KAPPA VTVTManual,"₹6,20,000
₹7,12,000","Bellahalli, Bengaluru"
195,2018 Maruti Celerio,"61,227 KM
2ND OWNER
PETROL
KA-50",VXIManual,"₹4,55,000
₹4,73,000","Bellahalli, Bengaluru"
196,2014 Hyundai i20,"34,836 KM
2ND OWNER
PETROL
KA-01",ASTA 1.2Manual,"₹5,16,000
₹5,81,000","Hosur Road, Singasandra, Bengaluru"
197,2016 Hyundai Elite i20,"14,516 KM
1ST OWNER
PETROL
KA-51",MAGNA 1.2Manual,"₹6,57,000","Bellahalli, Bengaluru"
198,2021 Toyota Glanza,"13,898 KM
1ST OWNER
PETROL
KA-51",VManual,"₹8,17,000
₹8,39,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
199,2021 Hyundai NEW I20,"58,286 KM
1ST OWNER
DIESEL
KA-46",ASTA (O) 1.5 CRDI MTManual,"₹11,25,000
₹11,89,000","Bellahalli, Bengaluru"
200,2017 Maruti Celerio,"66,058 KM
1ST OWNER
PETROL
KA-03",ZXI AMT ABSAutomatic,"₹4,39,000
₹4,73,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
201,2022 Tata ALTROZ,"14,257 KM
1ST OWNER
PETROL
KA-01",XZA PLUSAutomatic,"₹9,39,000
₹9,87,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
202,2016 Maruti Swift,"60,777 KM
1ST OWNER
PETROL
KA-05",VXIManual,"₹5,55,000
₹6,00,000","Horamavu Agara Road, Bengaluru"
203,2017 Honda Jazz,"37,184 KM
2ND OWNER
PETROL
KA-01",1.2L I-VTEC V ATAutomatic,"₹6,26,000
₹6,92,000","Bellahalli, Bengaluru"
204,2019 Renault Kwid,"18,305 KM
1ST OWNER
PETROL
KA-03",RXT 1.0 (O)Manual,"₹4,57,000
₹4,94,000","Horamavu Agara Road, Bengaluru"
205,2012 Honda Brio,"29,320 KM
1ST OWNER
PETROL
KA-03",S MTManual,"₹3,71,000
₹3,95,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
206,2017 Maruti Alto K10,"27,720 KM
2ND OWNER
PETROL
KA-19",VXIManual,"₹3,26,600
₹3,80,000","Hosur Road, Singasandra, Bengaluru"
207,2014 Hyundai Eon,"34,474 KM
1ST OWNER
PETROL
KA-02",ERA +Manual,"₹2,93,000
₹3,24,000","Hosur Road, Singasandra, Bengaluru"
208,2016 Hyundai Elite i20,"91,660 KM
1ST OWNER
PETROL
KA-01",ASTA 1.2 (O)Manual,"₹6,08,000
₹6,84,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
209,2017 Hyundai Grand i10,"41,803 KM
2ND OWNER
PETROL
KA-02",ASTA 1.2 KAPPA VTVTManual,"₹4,96,000
₹5,55,000","Bellahalli, Bengaluru"
210,2016 Honda Jazz,"77,501 KM
3RD OWNER
PETROL
KA-02",1.2L I-VTEC VManual,"₹5,17,000
₹5,72,000","Bellahalli, Bengaluru"
211,2017 Maruti Baleno,"45,681 KM
1ST OWNER
PETROL
KA-51",DELTA PETROL 1.2Manual,"₹6,41,000","Bellahalli, Bengaluru"
212,2020 Hyundai GRAND I10 NIOS,"23,410 KM
1ST OWNER
PETROL
KA-51",MAGNA 1.2 KAPPA VTVTManual,"₹6,16,000
₹6,45,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
213,2017 Maruti IGNIS,"73,927 KM
1ST OWNER
PETROL
KA-03",ZETA 1.2 AMTAutomatic,"₹5,08,000
₹6,27,000","Bellahalli, Bengaluru"
214,2010 Hyundai i10,"43,529 KM
2ND OWNER
PETROL
KA-51",SPORTZ 1.2Manual,"₹2,70,000
₹2,87,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
215,2017 Hyundai Grand i10,"17,574 KM
1ST OWNER
PETROL
KA-02",SPORTZ (O) AT 1.2 KAPPA VTVTAutomatic,"₹6,17,000
₹6,62,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
216,2021 Renault Kwid,"15,512 KM
2ND OWNER
PETROL
KA-51",RXL 1.0Manual,"₹4,50,000
₹4,67,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
217,2018 Maruti IGNIS,"5,458 KM
1ST OWNER
PETROL
KA-03",ALPHA 1.2 DUAL TONEManual,"₹5,79,000
₹6,92,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
218,2019 Hyundai Grand i10,"42,090 KM
1ST OWNER
PETROL
KA-25",SPORTZ 1.2 KAPPA VTVTManual,"₹5,74,000
₹6,31,000","Hosur Road, Singasandra, Bengaluru"
219,2015 Maruti Swift,"45,513 KM
1ST OWNER
PETROL
KA-51",VXIManual,"₹5,32,000
₹5,80,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
220,2016 Maruti Alto K10,"81,210 KM
2ND OWNER
PETROL
KA-09",VXIManual,"₹3,18,000
₹3,38,000","Bellahalli, Bengaluru"
221,2019 Maruti Swift,"47,296 KM
1ST OWNER
PETROL
KA-01",ZXIManual,"₹6,76,000
₹7,18,000","Bellahalli, Bengaluru"
222,2018 Maruti Swift,"42,059 KM
2ND OWNER
PETROL
KA-04",VXI AMTAutomatic,"₹6,36,000
₹7,05,000","Bellahalli, Bengaluru"
223,2016 Maruti Baleno,"50,173 KM
1ST OWNER
PETROL
KA-03",DELTA PETROL 1.2Manual,"₹5,91,000
₹6,29,000","Bellahalli, Bengaluru"
224,2015 Maruti Wagon R 1.0,"37,083 KM
1ST OWNER
PETROL
KA-51",VXIManual,"₹3,99,000
₹4,51,000","Horamavu Agara Road, Bengaluru"
225,2011 Maruti Alto K10,"37,681 KM
3RD OWNER
PETROL
KA-19",VXIManual,"₹2,18,000
₹2,48,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
226,2020 Maruti Swift,"61,433 KM
1ST OWNER
PETROL
KA-51",VXIManual,"₹6,60,000
₹6,94,000","Bellahalli, Bengaluru"
227,2017 Hyundai Eon,"20,089 KM
1ST OWNER
PETROL
KA-51",ERA PLUS (O)Manual,"₹3,84,000
₹4,15,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
228,2020 Renault Kwid,"24,521 KM
1ST OWNER
PETROL
KA-08",RXT 1.0 AMT (O)Automatic,"₹5,17,000
₹5,75,000","Horamavu Agara Road, Bengaluru"
229,2016 Hyundai Grand i10,"69,819 KM
1ST OWNER
PETROL
KA-51",SPORTZ 1.2 KAPPA VTVTManual,"₹4,54,000
₹4,91,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
230,2015 Maruti Swift,"88,509 KM
2ND OWNER
DIESEL
KA-25",VDI ABSManual,"₹5,52,000
₹5,90,000","Bellahalli, Bengaluru"
231,2013 Honda Brio,"78,871 KM
2ND OWNER
PETROL
KA-41",S MTManual,"₹3,36,000
₹3,70,000","Bellahalli, Bengaluru"
232,2020 Maruti Alto,"75,591 KM
1ST OWNER
CNG
KA-17",LXI OPT CNGManual,"₹4,21,000
₹4,71,000","Bellahalli, Bengaluru"
233,2017 Renault Kwid,"23,119 KM
1ST OWNER
PETROL
KA-53",RXL 1.0 AMTAutomatic,"₹3,92,000
₹4,07,000","Horamavu Agara Road, Bengaluru"
234,2021 Maruti New Wagon-R,"11,679 KM
1ST OWNER
PETROL
KA-03",VXI (O) 1.0Manual,"₹5,91,000
₹6,01,000",Sonnappanahalli
235,2018 Maruti Celerio X,"63,618 KM
1ST OWNER
PETROL
KA-05",ZXIManual,"₹4,73,000
₹5,45,000","GT World Mall, Bengaluru"
236,2014 Hyundai Grand i10,"70,777 KM
3RD OWNER
PETROL
KA-20",SPORTZ 1.2 KAPPA VTVTManual,"₹4,07,000
₹4,42,000","Bellahalli, Bengaluru"
237,2021 Maruti Baleno,"22,661 KM
1ST OWNER
PETROL
KA-01",ZETA PETROL 1.2Manual,"₹8,08,000
₹8,30,000",Sonnappanahalli
238,2013 Hyundai i10,"69,263 KM
2ND OWNER
PETROL
KA-03",SPORTZ 1.2 ATAutomatic,"₹3,40,000
₹3,66,000","Hosur Road, Singasandra, Bengaluru"
239,2016 Hyundai Elite i20,"72,362 KM
1ST OWNER
PETROL
KA-03",ASTA 1.2 (O)Manual,"₹6,33,000
₹7,27,000","Bellahalli, Bengaluru"
240,2022 Maruti New Wagon-R,"29,074 KM
1ST OWNER
PETROL
KA-11",ZXI 1.2Manual,"₹6,22,000
₹6,70,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
241,2013 Maruti Swift,"81,712 KM
1ST OWNER
PETROL
KA-04",VXIManual,"₹4,57,000
₹5,14,000","GT World Mall, Bengaluru"
242,2021 Datsun Redi Go,"11,700 KM
1ST OWNER
PETROL
KA-63",AManual,"₹4,00,000
₹4,24,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
243,2015 Hyundai Eon,"1,09,923 KM
1ST OWNER
PETROL
KA-09",ERA +Manual,"₹2,51,000
₹2,80,000","Hosur Road, Singasandra, Bengaluru"
244,2021 Maruti Alto,"14,771 KM
1ST OWNER
PETROL
KA-03",VXI PLUSManual,"₹4,06,000
₹4,71,000","Bellahalli, Bengaluru"
245,2018 Hyundai Elite i20,"35,368 KM
1ST OWNER
PETROL
KA-63",ASTA 1.2 (O)Manual,"₹7,57,000
₹8,10,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
246,2022 Hyundai NEW I20 N LINE,"17,418 KM
2ND OWNER
PETROL
KA-01",N8 1.0 TURBO GDI IMTManual,"₹11,34,000
₹12,21,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
247,2016 Maruti Baleno,"79,415 KM
1ST OWNER
PETROL
KA-53",ALPHA PETROL 1.2Manual,"₹6,20,000
₹6,53,000","GT World Mall, Bengaluru"
248,2016 Hyundai Elite i20,"57,459 KM
1ST OWNER
PETROL
KA-53",ASTA 1.2 (O)Manual,"₹6,12,000
₹7,10,000","Bellahalli, Bengaluru"
249,2020 Maruti Baleno,"22,438 KM
1ST OWNER
PETROL
KA-04",DELTA PETROL 1.2Manual,"₹7,33,000
₹7,42,000","Horamavu Agara Road, Bengaluru"
250,2013 Maruti Alto K10,"82,482 KM
3RD OWNER
PETROL
KA-41",VXIManual,"₹2,31,000
₹2,44,000","Bellahalli, Bengaluru"
251,2018 Maruti Celerio X,"23,219 KM
1ST OWNER
PETROL
KA-04",ZXI AMTAutomatic,"₹5,60,000
₹5,97,000","GT World Mall, Bengaluru"
252,2015 Hyundai Grand i10,"60,691 KM
2ND OWNER
PETROL
KA-26",SPORTZ 1.2 KAPPA VTVTManual,"₹4,19,000
₹5,11,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
253,2019 Renault Kwid,"55,609 KM
1ST OWNER
PETROL
KA-13",CLIMBER 1.0 (O)Manual,"₹4,53,000
₹4,66,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
254,2018 Maruti Celerio X,"61,576 KM
2ND OWNER
PETROL
KA-51",ZXI (O)Manual,"₹4,68,000
₹4,73,000","Bellahalli, Bengaluru"
255,2017 Renault Kwid,"41,993 KM
1ST OWNER
PETROL
KA-50",RXL 1.0Manual,"₹3,76,000",Sonnappanahalli
256,2019 Hyundai GRAND I10 NIOS,"28,315 KM
1ST OWNER
PETROL
KA-41",SPORTZ AMT 1.2 KAPPA VTVTAutomatic,"₹6,84,000
₹7,41,000",Sonnappanahalli
257,2016 Maruti Celerio,"41,464 KM
1ST OWNER
PETROL
KA-05",ZXI AMTAutomatic,"₹4,60,000
₹5,41,000","Horamavu Agara Road, Bengaluru"
258,2021 Maruti New Wagon-R,"14,009 KM
1ST OWNER
PETROL
KA-19",ZXI 1.2Manual,"₹6,41,000
₹6,53,000","Hosur Road, Singasandra, Bengaluru"
259,2013 Hyundai i20,"1,24,514 KM
1ST OWNER
DIESEL
KA-51",ASTA 1.4 CRDIManual,"₹4,65,000
₹4,84,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
260,2021 Maruti Alto,"18,835 KM
1ST OWNER
PETROL
KA-50",VXI PLUSManual,"₹4,15,000
₹4,76,000",Sonnappanahalli
261,2019 Honda Jazz,"32,790 KM
2ND OWNER
PETROL
KA-05",1.2L I-VTEC VX CVTAutomatic,"₹7,67,000
₹9,63,000","Bellahalli, Bengaluru"
262,2011 Maruti Wagon R 1.0,"70,867 KM
2ND OWNER
PETROL
KA-51",VXIManual,"₹2,85,000
₹3,07,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
263,2014 Hyundai Grand i10,"96,297 KM
1ST OWNER
PETROL
KA-02",SPORTZ 1.2 KAPPA VTVTManual,"₹4,02,000
₹4,52,000","Horamavu Agara Road, Bengaluru"
264,2012 Hyundai i20,"67,444 KM
1ST OWNER
PETROL
KA-02",SPORTZ 1.2Manual,"₹4,17,000
₹4,38,000","Bellahalli, Bengaluru"
265,2020 Hyundai GRAND I10 NIOS,"79,978 KM
1ST OWNER
PETROL
KA-51",Asta PetrolManual,"₹6,29,000
₹7,83,000","Bellahalli, Bengaluru"
266,2014 Hyundai Elite i20,"67,515 KM
1ST OWNER
PETROL
KA-03",ASTA 1.2Manual,"₹5,28,000
₹5,84,000","Bellahalli, Bengaluru"
267,2021 Hyundai NEW I20,"29,202 KM
1ST OWNER
PETROL
KA-05",ASTA (O) 1.0 TURBO GDI DCTAutomatic,"₹10,75,000
₹11,56,000","Bellahalli, Bengaluru"
268,2010 Hyundai i10,"62,726 KM
1ST OWNER
PETROL
KA-03",MAGNA 1.2Manual,"₹2,76,000
₹2,94,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
269,2015 Hyundai Grand i10,"31,614 KM
1ST OWNER
PETROL
KA-03",SPORTZ 1.2 KAPPA VTVTManual,"₹4,49,000
₹5,27,000","GT World Mall, Bengaluru"
270,2021 Renault Kwid,"6,200 KM
1ST OWNER
PETROL
KA-19",CLIMBER 1.0 (O)Manual,"₹5,72,000","Horamavu Agara Road, Bengaluru"
271,2010 Maruti Wagon R 1.0,"35,969 KM
2ND OWNER
PETROL
KA-53",VXIManual,"₹2,84,000
₹3,13,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
272,2018 Hyundai Grand i10,"29,550 KM
2ND OWNER
PETROL
KA-51",SPORTZ AT 1.2 KAPPA VTVTAutomatic,"₹6,37,000
₹6,69,000","Bellahalli, Bengaluru"
273,2019 Hyundai Elite i20,"14,285 KM
2ND OWNER
PETROL
KA-05",SPORTZ PLUS 1.2 CVTAutomatic,"₹8,03,000
₹8,65,000",Sonnappanahalli
274,2018 Hyundai Elite i20,"55,152 KM
1ST OWNER
PETROL
KA-53",ASTA 1.2 DUAL TONEManual,"₹7,10,000
₹7,69,000","Hosur Road, Singasandra, Bengaluru"
275,2020 Renault Kwid,"37,880 KM
1ST OWNER
PETROL
KA-41",RXT 1.0 AMT (O)Automatic,"₹5,26,000
₹5,68,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
276,2021 Maruti Celerio,"2,370 KM
1ST OWNER
PETROL
KA-25",ZXI PLUSManual,"₹6,66,000
₹7,13,000","Bellahalli, Bengaluru"
277,2017 Maruti Swift,"52,382 KM
1ST OWNER
PETROL
KA-25",ZXIManual,"₹6,56,000
₹6,76,000","Horamavu Agara Road, Bengaluru"
278,2021 Renault Kiger,"16,082 KM
1ST OWNER
PETROL
KA-04",RXZ CVT 1.0 TURBO DUAL TONEAutomatic,"₹9,48,000
₹11,77,000","Garuda Mall, Magrath Road, Bengaluru"
279,2021 Maruti IGNIS,"4,940 KM
2ND OWNER
PETROL
KA-01",DELTA 1.2 AMTAutomatic,"₹6,85,000
₹7,00,000","Bellahalli, Bengaluru"
280,2016 Maruti Baleno,"1,00,894 KM
1ST OWNER
PETROL
KA-05",ALPHA PETROL 1.2Manual,"₹5,92,000
₹6,29,000","Horamavu Agara Road, Bengaluru"
281,2020 Maruti Baleno,"27,459 KM
1ST OWNER
PETROL
KA-05",DELTA PETROL 1.2Manual,"₹7,19,000
₹7,42,000","Bellahalli, Bengaluru"
282,2014 Maruti Alto 800,"71,218 KM
1ST OWNER
PETROL
KA-05",LXIManual,"₹2,51,000
₹2,95,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
283,2016 Renault Kwid,"38,702 KM
1ST OWNER
PETROL
KA-51",RXT 0.8 (O)Manual,"₹3,52,000
₹3,73,000",Sonnappanahalli
284,2016 Hyundai Elite i20,"35,410 KM
1ST OWNER
PETROL
KA-05",SPORTZ 1.2Manual,"₹6,57,000
₹6,75,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
285,2020 Renault Kwid,"8,733 KM
1ST OWNER
PETROL
KA-01",RXT 1.0 AMT (O)Automatic,"₹5,60,000
₹5,82,000","Bellahalli, Bengaluru"
286,2019 Renault Kwid,"7,155 KM
1ST OWNER
PETROL
KA-03",RXT 1.0 AMT (O)Automatic,"₹5,05,000
₹5,49,000","Hosur Road, Singasandra, Bengaluru"
287,2015 Hyundai Elite i20,"83,731 KM
2ND OWNER
DIESEL
KA-51",ASTA 1.4 CRDIManual,"₹6,07,000
₹6,39,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
288,2014 Hyundai i10,"48,978 KM
1ST OWNER
PETROL
KA-42",ERA 1.1Manual,"₹3,45,000
₹3,62,000","Bellahalli, Bengaluru"
289,2016 Hyundai Grand i10,"29,453 KM
2ND OWNER
PETROL
KA-01",SPORTZ 1.2 KAPPA VTVTManual,"₹4,96,000
₹5,58,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
290,2018 Hyundai Grand i10,"40,769 KM
1ST OWNER
PETROL
KA-03",MAGNA 1.2 KAPPA VTVTManual,"₹5,41,000
₹5,70,000","Bellahalli, Bengaluru"
291,2014 Maruti Celerio,"99,227 KM
1ST OWNER
PETROL
KA-50",VXI AMTAutomatic,"₹3,67,000
₹3,92,000","Bellahalli, Bengaluru"
292,2014 Maruti Swift,"88,051 KM
1ST OWNER
PETROL
KA-02",VXIManual,"₹5,13,000","Bellahalli, Bengaluru"
293,2021 Maruti Swift,"48,628 KM
1ST OWNER
PETROL
KA-05",VXIManual,"₹6,92,000
₹7,25,000",Sonnappanahalli
294,2018 Maruti Celerio,"51,877 KM
3RD OWNER
PETROL
KA-02",ZXIManual,"₹4,75,250
₹4,96,000","Horamavu Agara Road, Bengaluru"
295,2015 Maruti Alto K10,"46,720 KM
2ND OWNER
PETROL
KA-03",VXIManual,"₹2,99,000
₹3,54,000","Hosur Road, Singasandra, Bengaluru"
296,2021 Renault Kwid,"11,389 KM
1ST OWNER
PETROL
KA-04",1.0 CLIMBER OPTManual,"₹5,10,000
₹5,59,000","Bellahalli, Bengaluru"
297,2016 Tata Tiago,"13,286 KM
1ST OWNER
PETROL
KA-02",XZ PETROLManual,"₹5,15,000
₹5,48,000","Bellahalli, Bengaluru"
298,2020 Renault Kwid,"10,916 KM
2ND OWNER
PETROL
KA-51",RXT 1.0 AMT (O)Automatic,"₹4,97,000
₹5,56,000","Bellahalli, Bengaluru"
299,2015 Maruti Wagon R 1.0,"69,581 KM
2ND OWNER
PETROL
KA-03",VXIManual,"₹3,64,000
₹4,21,000","Horamavu Agara Road, Bengaluru"
300,2016 Hyundai Grand i10,"88,119 KM
2ND OWNER
PETROL
KA-05",ASTA (O) AT 1.2 KAPPA VTVTAutomatic,"₹5,13,000
₹5,54,000",Sonnappanahalli
301,2020 Renault Kwid,"7,390 KM
1ST OWNER
PETROL
KA-01",CLIMBER 1.0 AMT (O)Automatic,"₹5,43,000
₹5,60,000","Bellahalli, Bengaluru"
302,2015 Maruti Celerio,"56,150 KM
1ST OWNER
PETROL
KA-05",VXI AMTAutomatic,"₹4,13,000
₹4,55,000","Hosur Road, Singasandra, Bengaluru"
303,2021 Maruti S PRESSO,"52,288 KM
1ST OWNER
PETROL
KA-33",VXI+Manual,"₹4,37,750
₹5,00,000","Hosur Road, Singasandra, Bengaluru"
304,2016 Hyundai Grand i10,"46,894 KM
3RD OWNER
PETROL
KA-01",ASTA 1.2 KAPPA VTVTManual,"₹4,53,000
₹4,88,000","Hosur Road, Singasandra, Bengaluru"
305,2015 Honda Jazz,"96,896 KM
1ST OWNER
PETROL
KA-02",1.2L I-VTEC V ATAutomatic,"₹5,26,000
₹5,77,000","GT World Mall, Bengaluru"
306,2019 Renault Kwid,"23,439 KM
1ST OWNER
PETROL
KA-05",RXT 1.0 AMT (O)Automatic,"₹4,83,000
₹5,04,000","Bellahalli, Bengaluru"
307,2016 Honda Jazz,"63,797 KM
1ST OWNER
PETROL
KA-41",1.2L I-VTEC VManual,"₹6,15,000
₹6,51,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
